"Date,Price,Open,High,Low,Vol.,Change %,Gia_Viet_Nam"
"11/20/2024,295.3,288.0,296.95,286.3,0.25K,5.56%,171022.528426"
"11/19/2024,279.75,281.7,287.2,277.75,6.89K,-0.36%,162016.77049499998"
"11/18/2024,280.75,284.25,290.2,278.35,7.71K,-0.37%,162595.918915"
"11/15/2024,281.8,274.95,283.9,274.95,10.32K,1.02%,163204.02475599997"
"11/14/2024,278.95,271.65,285.05,270.95,9.89K,2.69%,161553.45175899996"
"11/13/2024,271.65,262.9,272.95,260.75,16.03K,3.07%,157325.668293"
"11/12/2024,263.55,256.75,266.4,256.7,23.93K,2.87%,152634.566091"
"11/11/2024,256.2,253.35,258.7,253.35,27.43K,1.12%,148377.825204"
"11/08/2024,253.35,258.0,259.95,252.75,43.85K,-2.71%,146727.25220699998"
"11/07/2024,260.4,250.15,261.4,249.5,38.86K,4.68%,150810.24856799998"
"11/06/2024,248.75,248.6,250.8,244.15,24.33K,-0.56%,144063.169475"
"11/05/2024,250.15,246.55,252.25,246.0,28.77K,1.71%,144873.97726299998"
"11/04/2024,245.95,243.85,246.55,242.1,24.03K,1.23%,142441.553899"
"11/01/2024,242.95,246.3,249.25,241.3,23.12K,-1.20%,140704.108639"
"10/31/2024,245.9,249.0,249.5,244.35,17.38K,-1.48%,142412.596478"
"10/30/2024,249.6,248.7,250.55,245.15,16.87K,0.60%,144555.445632"
"10/29/2024,248.1,253.2,254.25,247.85,13.58K,-1.68%,143686.72300199998"
"10/28/2024,252.35,247.25,255.65,246.25,17.94K,1.59%,146148.10378699997"
"10/25/2024,248.4,245.85,248.75,244.4,15.94K,1.20%,143860.467528"
"10/24/2024,245.45,251.9,256.1,244.1,21.96K,-2.73%,142151.97968899997"
"10/23/2024,252.35,249.25,253.85,247.4,15.43K,1.00%,146148.10378699997"
"10/22/2024,249.85,252.5,255.7,248.55,17.53K,-0.73%,144700.23273699998"
"10/21/2024,251.7,253.5,254.05,248.05,16.92K,-2.18%,145771.65731399998"
"10/18/2024,257.3,254.0,259.1,253.1,11.06K,0.84%,149014.888466"
"10/17/2024,255.15,257.1,261.0,253.4,13.29K,-1.10%,147769.719363"
"10/16/2024,258.0,258.0,259.55,254.8,13.09K,0.51%,149420.29236"
"10/15/2024,256.7,261.7,264.15,255.35,14.78K,-2.04%,148667.399414"
"10/14/2024,262.05,251.05,262.65,250.3,16.92K,3.97%,151765.84346099998"
"10/11/2024,252.05,254.25,256.45,251.0,13.85K,-1.06%,145974.359261"
"10/10/2024,254.75,248.05,257.1,247.4,15.93K,1.88%,147538.05999500002"
"10/09/2024,250.05,247.75,252.9,246.6,14.32K,0.75%,144816.062421"
"10/08/2024,248.2,248.05,248.9,244.05,16.06K,1.45%,143744.63784399998"
"10/07/2024,244.65,252.85,253.65,243.35,26.38K,-4.93%,141688.660953"
"10/04/2024,257.35,253.85,257.75,252.0,14.34K,2.10%,149043.84588700003"
"10/03/2024,252.05,257.95,258.5,251.4,16.85K,-1.73%,145974.359261"
"10/02/2024,256.5,265.5,267.5,255.75,24.17K,-2.90%,148551.56973"
"10/01/2024,264.15,269.8,271.45,261.5,19.96K,-2.26%,152982.05514299998"
"09/30/2024,270.25,268.15,272.15,264.1,18.34K,0.41%,156514.860505"
"09/27/2024,269.15,272.0,273.15,264.6,14.95K,-1.73%,155877.79724299998"
"09/26/2024,273.9,268.75,275.05,267.95,15.57K,1.78%,158628.752238"
"09/25/2024,269.1,267.0,271.2,263.2,15.05K,0.49%,155848.83982200004"
"09/24/2024,267.8,263.65,270.4,262.7,19.28K,1.57%,155095.94687600003"
"09/23/2024,263.65,251.9,264.4,250.1,21.10K,5.14%,152692.48093299998"
"09/20/2024,250.75,261.8,262.1,247.7,23.78K,-4.17%,145221.466315"
"09/19/2024,261.65,260.6,263.0,257.3,14.17K,-0.57%,151534.18409299996"
"09/18/2024,263.15,265.7,265.7,265.7,0.00K,-0.70%,152402.906723"
"09/17/2024,265.0,264.2,265.05,264.2,0.00K,2.30%,153474.3313"
"09/16/2024,259.05,258.0,271.8,257.55,24.44K,-1.14%,150028.398201"
"09/13/2024,262.05,261.75,261.75,261.75,0.00K,3.99%,151765.84346099998"
"09/12/2024,252.0,247.15,250.95,246.3,14.57K,1.02%,145945.40184"
"09/11/2024,249.45,247.85,247.85,247.85,0.00K,0.58%,144468.573369"
"09/10/2024,248.0,245.9,251.25,244.75,17.36K,-0.58%,143628.80816"
"09/09/2024,249.45,238.1,246.2,238.1,20.06K,3.92%,144468.573369"
"09/06/2024,240.05,246.5,246.5,240.0,0.00K,-2.66%,139024.578221"
"09/05/2024,246.6,243.7,248.55,242.25,14.98K,0.43%,142818.000372"
"09/04/2024,245.55,246.45,246.45,246.1,0.00K,-0.49%,142209.89453100003"
"09/03/2024,246.75,246.65,246.65,246.65,0.02K,-0.58%,142904.87263499998"
"08/30/2024,248.2,255.45,255.5,250.3,0.02K,-1.43%,143744.63784399998"
"08/29/2024,251.8,258.7,258.7,250.3,0.05K,-3.32%,145829.572156"
"08/28/2024,260.45,259.0,259.05,259.0,0.01K,0.40%,150839.20598899998"
"08/27/2024,259.4,259.15,263.65,254.65,0.06K,2.27%,150231.10014799997"
"08/26/2024,253.65,249.4,253.25,248.4,0.01K,0.98%,146900.99673299998"
"08/23/2024,251.2,246.8,251.35,245.05,0.05K,1.78%,145482.08310399996"
"08/22/2024,246.8,253.3,253.3,244.5,0.25K,-1.06%,142933.830056"
"08/21/2024,249.45,247.0,253.0,244.0,4.07K,0.00%,144468.573369"
"08/20/2024,249.45,247.9,254.5,245.8,5.94K,1.44%,144468.573369"
"08/19/2024,245.9,245.5,249.8,242.6,5.27K,0.18%,142412.596478"
"08/16/2024,245.45,239.1,245.8,238.55,8.50K,2.31%,142151.97968899997"
"08/15/2024,239.9,236.8,240.35,234.3,7.42K,1.22%,138937.705958"
"08/14/2024,237.0,232.75,238.95,232.05,10.30K,1.85%,137258.17554"
"08/13/2024,232.7,235.8,237.15,230.1,24.08K,-3.38%,134767.83733399998"
"08/12/2024,240.85,245.5,249.45,239.25,25.85K,2.91%,139487.896957"
"08/09/2024,234.05,245.3,246.05,232.25,44.48K,-4.59%,135549.68770100002"
"08/08/2024,245.3,245.25,251.75,243.1,37.13K,-0.41%,142065.107426"
"08/07/2024,246.3,235.35,248.0,235.25,40.13K,4.39%,142644.255846"
"08/06/2024,235.95,229.85,238.85,229.55,31.48K,4.54%,136650.06969899999"
"08/05/2024,225.7,227.35,227.9,221.0,24.82K,-2.08%,130713.798394"
"08/02/2024,230.5,227.25,231.75,226.45,16.95K,1.43%,133493.71081"
"08/01/2024,227.25,229.2,231.15,225.25,19.19K,-0.85%,131611.478445"
"07/31/2024,229.2,230.5,235.4,227.1,22.04K,-0.69%,132740.81786399998"
"07/30/2024,230.8,230.85,233.2,228.25,15.92K,0.17%,133667.455336"
"07/29/2024,230.4,230.35,233.6,228.1,16.27K,0.07%,133435.795968"
"07/26/2024,230.25,232.55,233.0,229.8,13.31K,-1.90%,133348.923705"
"07/25/2024,234.7,231.35,235.45,228.55,26.64K,1.54%,135926.134174"
"07/24/2024,231.15,238.0,238.6,230.55,29.80K,-3.32%,133870.15728299998"
"07/23/2024,239.1,242.5,243.1,238.25,13.52K,-1.63%,138474.387222"
"07/22/2024,243.05,237.7,244.55,236.5,15.36K,2.04%,140762.023481"
"07/19/2024,238.2,241.85,241.85,233.6,20.95K,-2.14%,137953.153644"
"07/18/2024,243.4,243.6,245.4,240.5,14.40K,-1.60%,140964.725428"
"07/17/2024,247.35,245.5,247.0,241.8,17.47K,0.79%,143252.361687"
"07/16/2024,245.4,243.35,245.85,242.2,12.56K,0.51%,142123.02226799997"
"07/15/2024,244.15,249.3,249.5,248.5,0.00K,-2.52%,141399.086743"
"07/12/2024,250.45,245.75,249.7,241.2,19.84K,1.50%,145047.721789"
"07/11/2024,246.75,247.1,247.1,247.1,0.00K,0.43%,142904.87263499998"
"07/10/2024,245.7,249.0,249.0,248.1,0.00K,-2.50%,142296.766794"
"07/09/2024,252.0,233.65,252.35,233.15,38.89K,6.69%,145945.40184"
"07/08/2024,236.2,236.7,236.7,236.7,0.00K,2.56%,136794.85680399998"
"07/05/2024,230.3,228.5,233.05,226.35,17.56K,1.93%,133377.881126"
"07/03/2024,225.95,228.05,228.05,228.05,0.00K,-1.37%,130858.58549899998"
"07/02/2024,229.1,231.15,233.05,230.5,0.01K,1.06%,132682.90302199998"
"07/01/2024,226.7,226.25,226.25,224.35,0.11K,-0.98%,131292.946814"
"06/28/2024,228.95,224.5,229.1,224.5,0.01K,0.31%,132596.030759"
"06/27/2024,228.25,229.35,229.35,229.35,0.00K,0.84%,132190.626865"
"06/26/2024,226.35,232.8,232.9,226.1,0.02K,-2.10%,131090.24486699997"
"06/25/2024,231.2,237.15,237.2,231.0,0.02K,-2.86%,133899.11470399998"
"06/24/2024,238.0,231.6,237.4,231.6,0.06K,5.05%,137837.32395999998"
"06/21/2024,226.55,229.4,232.65,226.55,0.05K,-1.61%,131206.07455100003"
"06/20/2024,230.25,228.8,236.9,228.0,0.39K,1.75%,133348.923705"
"06/18/2024,226.3,227.5,228.65,222.5,9.74K,-0.37%,131061.287446"
"06/17/2024,227.15,225.7,227.55,223.05,9.36K,1.34%,131553.563603"
"06/14/2024,224.15,225.5,227.35,222.95,10.93K,-0.84%,129816.118343"
"06/13/2024,226.05,224.35,229.3,224.1,13.55K,0.76%,130916.500341"
"06/12/2024,224.35,219.35,227.35,215.0,33.75K,1.72%,129931.94802699999"
"06/11/2024,220.55,221.6,224.7,218.85,30.59K,-0.38%,127731.18403100001"
"06/10/2024,221.4,225.0,226.45,219.05,33.33K,-1.51%,128223.46018800001"
"06/07/2024,224.8,233.45,234.1,223.6,49.02K,-4.01%,130192.56481600001"
"06/06/2024,234.2,232.0,239.8,231.8,30.87K,0.97%,135636.559964"
"06/05/2024,231.95,230.25,233.25,226.35,29.24K,-0.83%,134333.476019"
"06/04/2024,233.9,226.1,234.2,223.55,24.66K,3.24%,135462.815438"
"06/03/2024,226.55,221.15,229.3,220.9,18.58K,1.89%,131206.07455100003"
"05/31/2024,222.35,234.1,237.75,220.55,29.76K,-4.57%,128773.65118700001"
"05/30/2024,233.0,228.25,235.45,225.5,20.87K,1.55%,134941.58185999998"
"05/29/2024,229.45,229.0,236.25,228.05,25.75K,-0.65%,132885.60496899998"
"05/28/2024,230.95,220.0,233.2,219.25,29.78K,5.82%,133754.32759899998"
"05/24/2024,218.25,215.3,220.2,213.05,15.83K,1.21%,126399.14266499999"
"05/23/2024,215.65,221.0,221.8,212.05,24.02K,-2.18%,124893.356773"
"05/22/2024,220.45,218.65,221.15,216.65,22.05K,1.50%,127673.269189"
"05/21/2024,217.2,207.0,219.1,206.35,29.46K,3.77%,125791.036824"
"05/20/2024,209.3,205.9,207.95,203.65,19.96K,0.55%,121215.76430600001"
"05/17/2024,208.15,198.4,207.15,197.9,18.36K,4.31%,120549.743623"
"05/16/2024,199.55,199.4,200.35,196.75,10.99K,-0.84%,115569.06721100002"
"05/15/2024,201.25,202.3,202.3,202.3,0.00K,-0.79%,116553.61952499999"
"05/14/2024,202.85,199.25,199.25,199.0,0.00K,1.22%,117480.256997"
"05/13/2024,200.4,200.0,200.0,200.0,0.00K,-1.96%,116061.343368"
"05/10/2024,204.4,201.0,203.6,198.8,20.65K,0.34%,118377.937048"
"05/09/2024,203.7,202.3,205.4,202.3,0.00K,1.72%,117972.533154"
"05/08/2024,200.25,201.65,201.65,200.2,0.01K,0.63%,115974.47110499999"
"05/07/2024,199.0,196.6,196.6,196.6,0.00K,-0.85%,115250.53557999998"
"05/06/2024,200.7,203.0,203.0,199.45,0.01K,-2.53%,116235.087894"
"05/03/2024,205.9,207.75,208.95,207.5,0.07K,-1.32%,119246.65967799998"
"05/02/2024,208.65,218.0,218.0,218.0,0.01K,-4.75%,120839.31783300001"
"05/01/2024,219.05,222.4,222.4,215.7,0.01K,-0.73%,126862.46140100001"
"04/30/2024,220.65,215.6,217.75,215.6,0.02K,-5.52%,127789.098873"
"04/29/2024,233.55,234.0,234.0,234.0,0.02K,1.28%,135260.11349100003"
"04/26/2024,230.6,232.5,232.5,232.5,0.00K,-0.58%,133551.625652"
"04/25/2024,231.95,230.85,231.5,230.85,0.03K,1.53%,134333.476019"
"04/24/2024,228.45,229.25,229.25,226.35,0.07K,1.76%,132306.456549"
"04/23/2024,224.5,226.65,226.65,224.1,0.13K,-3.09%,130018.82029"
"04/22/2024,231.65,240.95,240.95,229.8,0.95K,-4.04%,134159.731493"
"04/19/2024,241.4,243.65,247.75,238.2,5.19K,0.65%,139806.428588"
"04/18/2024,239.85,252.1,253.7,239.5,5.47K,-3.27%,138908.748537"
"04/17/2024,247.95,237.4,249.3,236.4,8.75K,4.73%,143599.850739"
"04/16/2024,236.75,235.75,239.5,232.85,12.61K,2.25%,137113.38843499997"
"04/15/2024,231.55,221.65,235.45,219.3,15.67K,3.07%,134101.816651"
"04/12/2024,224.65,220.95,236.2,219.5,31.23K,1.95%,130105.69255299999"
"04/11/2024,220.35,215.3,221.8,214.1,26.11K,2.66%,127615.35434699999"
"04/10/2024,214.65,213.85,215.9,211.55,24.66K,0.52%,124314.208353"
"04/09/2024,213.55,209.6,214.75,209.6,40.36K,1.16%,123677.145091"
"04/08/2024,211.1,212.15,216.4,209.45,45.97K,-0.66%,122258.231462"
"04/05/2024,212.5,205.1,214.0,204.2,45.07K,2.78%,123069.03924999999"
"04/04/2024,206.75,206.3,207.95,202.5,32.10K,1.55%,119738.93583500001"
"04/03/2024,203.6,196.7,207.15,196.3,40.34K,2.96%,117914.61831199999"
"04/02/2024,197.75,190.95,198.4,190.75,39.26K,3.10%,114526.60005499999"
"04/01/2024,191.8,188.0,192.7,187.7,19.15K,1.56%,111080.666956"
"03/28/2024,188.85,191.05,191.2,187.55,21.24K,-0.94%,109372.17911699999"
"03/27/2024,190.65,188.05,192.5,187.15,32.26K,1.38%,110414.64627300002"
"03/26/2024,188.05,185.65,189.45,185.3,21.86K,1.29%,108908.86038099999"
"03/25/2024,185.65,185.15,186.25,183.35,19.00K,0.43%,107518.90417299999"
"03/22/2024,184.85,186.0,188.2,184.55,21.36K,-0.46%,107055.58543699999"
"03/21/2024,185.7,183.85,188.4,183.05,23.12K,1.81%,107547.86159399999"
"03/20/2024,182.4,182.65,184.4,181.65,14.72K,-0.36%,105636.671808"
"03/19/2024,183.05,181.25,183.35,179.35,21.06K,0.66%,106013.118281"
"03/18/2024,181.85,182.75,186.15,181.4,16.94K,-0.55%,105318.140177"
"03/15/2024,182.85,183.95,185.1,182.05,15.28K,-4.44%,105897.28859699999"
"03/14/2024,191.35,190.0,191.25,189.05,0.02K,-0.16%,110820.050167"
"03/13/2024,191.65,195.7,196.0,192.0,0.04K,-1.92%,110993.79469299999"
"03/12/2024,195.4,196.7,197.9,195.35,0.01K,0.54%,113165.60126800001"
"03/11/2024,194.35,193.3,194.9,191.5,0.03K,1.54%,112557.49542699999"
"03/08/2024,191.4,195.85,195.85,191.0,0.00K,-3.50%,110849.007588"
"03/07/2024,198.35,186.7,194.75,184.75,30.46K,2.01%,114874.08910699999"
"03/06/2024,194.45,194.8,194.9,190.0,0.04K,-0.28%,112615.410269"
"03/05/2024,195.0,198.75,198.75,195.8,0.03K,-1.22%,112933.9419"
"03/04/2024,197.4,199.2,199.4,199.2,0.02K,1.86%,114323.898108"
"03/01/2024,193.8,193.55,193.55,192.0,0.02K,-1.05%,112238.96379600001"
"02/29/2024,195.85,181.1,185.7,180.25,19.19K,1.29%,113426.21805699999"
"02/28/2024,193.35,192.8,193.4,192.05,0.10K,-0.36%,111978.34700699999"
"02/27/2024,194.05,191.1,192.55,188.55,0.09K,2.08%,112383.750901"
"02/26/2024,190.1,190.8,191.85,190.0,0.05K,-0.47%,110096.11464199999"
"02/23/2024,191.0,193.9,193.9,190.7,0.14K,-1.47%,110617.34822"
"02/22/2024,193.85,197.45,198.0,193.5,0.14K,-2.27%,112267.921217"
"02/21/2024,198.35,197.6,198.95,195.35,0.40K,3.52%,114874.08910699999"
"02/20/2024,191.6,192.4,197.95,189.6,10.72K,0.39%,110964.83727199999"
"02/16/2024,190.85,191.0,191.75,188.15,10.45K,0.82%,110530.47595699999"
"02/15/2024,189.3,188.8,190.6,187.2,8.21K,1.20%,109632.79590600001"
"02/14/2024,187.05,192.0,192.0,186.65,10.60K,-3.08%,108329.71196100001"
"02/13/2024,193.0,195.05,197.1,191.65,10.71K,-1.33%,111775.64505999998"
"02/12/2024,195.6,195.35,198.65,192.05,14.81K,-0.36%,113281.430952"
"02/09/2024,196.3,190.25,197.0,190.05,36.01K,3.97%,113686.83484599998"
"02/08/2024,188.8,190.45,190.5,188.35,38.55K,-1.00%,109343.22169600001"
"02/07/2024,190.7,189.4,191.8,188.7,36.79K,1.33%,110443.603694"
"02/06/2024,188.2,188.85,189.2,186.0,24.11K,-0.69%,108995.73264399997"
"02/05/2024,189.5,190.75,192.3,188.5,19.51K,-1.28%,109748.62558999998"
"02/02/2024,191.95,194.2,195.05,190.5,21.29K,-1.16%,111167.539219"
"02/01/2024,194.2,193.4,195.3,191.15,25.79K,0.08%,112470.623164"
"01/31/2024,194.05,194.0,195.55,192.05,19.76K,0.03%,112383.750901"
"01/30/2024,194.0,190.1,197.45,189.05,24.47K,2.51%,112354.79348000001"
"01/29/2024,189.25,192.85,194.35,188.65,18.40K,-2.37%,109603.838485"
"01/26/2024,193.85,187.2,194.8,186.0,20.94K,3.69%,112267.921217"
"01/25/2024,186.95,189.95,190.5,184.35,22.14K,-1.32%,108271.79711899998"
"01/24/2024,189.45,193.8,195.75,188.1,24.25K,-1.81%,109719.668169"
"01/23/2024,192.95,192.25,194.5,188.6,22.04K,0.36%,111746.68763899998"
"01/22/2024,192.25,184.45,193.15,183.5,24.81K,3.83%,111341.28374500001"
"01/19/2024,185.15,182.0,186.15,181.65,16.74K,2.89%,107229.329963"
"01/18/2024,179.95,180.5,182.35,175.55,21.87K,0.42%,104217.758179"
"01/17/2024,179.2,184.9,185.15,178.35,21.95K,-3.27%,103783.396864"
"01/16/2024,185.25,182.0,187.1,181.55,19.77K,2.92%,107287.244805"
"01/12/2024,180.0,183.5,186.85,179.0,22.10K,-2.20%,104246.7156"
"01/11/2024,184.05,182.25,187.95,180.95,25.95K,1.60%,106592.266701"
"01/10/2024,181.15,184.3,184.8,180.4,20.46K,-1.60%,104912.736283"
"01/09/2024,184.1,183.95,186.75,182.75,15.66K,1.49%,106621.224122"
"01/08/2024,181.4,181.7,183.7,179.5,20.57K,-0.77%,105057.523388"
"01/05/2024,182.8,185.85,187.55,182.05,17.96K,-1.48%,105868.33117599999"
"01/04/2024,185.55,186.85,187.6,185.05,11.16K,-0.38%,107460.989331"
"01/03/2024,186.25,190.75,191.05,184.8,14.58K,-2.05%,107866.393225"
"01/02/2024,190.15,188.65,192.55,188.65,15.07K,0.98%,110125.07206300001"
"12/29/2023,188.3,197.2,198.15,185.65,18.78K,-4.90%,109053.647486"
"12/28/2023,198.0,196.75,201.35,195.15,12.01K,0.13%,114671.38716000001"
"12/27/2023,197.75,194.9,199.95,194.05,16.05K,1.75%,114526.60005499999"
"12/26/2023,194.35,192.8,195.4,191.95,6.73K,0.80%,112557.49542699999"
"12/22/2023,192.8,192.2,194.25,189.2,12.28K,-0.41%,111659.81537600001"
"12/21/2023,193.6,190.0,197.4,188.55,22.63K,1.57%,112123.134112"
"12/20/2023,190.6,200.85,202.3,189.6,26.87K,-5.83%,110385.68885199999"
"12/19/2023,202.4,193.2,203.9,191.3,24.39K,-3.41%,117219.64020799998"
"12/18/2023,209.55,189.1,193.85,186.8,14.94K,3.84%,121360.551411"
"12/15/2023,201.8,202.25,202.85,201.3,0.05K,0.85%,116872.151156"
"12/14/2023,200.1,197.4,202.75,197.4,0.00K,2.80%,115887.59884199999"
"12/13/2023,194.65,197.25,197.45,197.25,0.01K,1.83%,112731.239953"
"12/12/2023,191.15,188.2,191.3,188.2,0.03K,-1.47%,110704.220483"
"12/11/2023,194.0,193.75,193.75,193.75,0.00K,4.78%,112354.79348000001"
"12/08/2023,185.15,187.25,187.25,187.25,0.00K,-0.19%,107229.329963"
"12/07/2023,185.5,189.2,190.6,187.35,0.01K,0.13%,107432.03190999999"
"12/06/2023,185.25,192.45,192.45,185.85,0.01K,-4.44%,107287.244805"
"12/05/2023,193.85,188.5,190.3,188.5,0.04K,2.62%,112267.921217"
"12/04/2023,188.9,189.55,189.55,186.85,0.02K,-2.58%,109401.13653800002"
"12/01/2023,193.9,185.75,188.5,178.2,49.48K,-0.56%,112296.878638"
"11/30/2023,195.0,182.35,195.7,182.35,0.02K,7.08%,112933.9419"
"11/29/2023,182.1,184.0,184.0,180.55,0.03K,-0.84%,105462.92728199999"
"11/28/2023,183.65,183.35,183.35,183.3,0.01K,2.20%,106360.60733299999"
"11/27/2023,179.7,176.8,182.9,176.8,0.05K,0.59%,104072.97107399999"
"11/24/2023,178.65,177.35,181.0,177.35,0.14K,0.00%,103464.86523299999"
"11/22/2023,178.65,176.45,179.2,174.5,0.29K,1.19%,103464.86523299999"
"11/21/2023,176.55,176.65,177.9,175.05,0.34K,-0.76%,102248.653551"
"11/20/2023,177.9,171.65,179.6,170.0,5.21K,4.07%,103030.503918"
"11/17/2023,170.95,175.85,176.85,170.45,4.41K,-2.92%,99005.42239899999"
"11/16/2023,176.1,181.5,182.2,175.7,7.17K,-2.60%,101988.03676199999"
"11/15/2023,180.8,177.0,181.9,175.0,8.51K,2.47%,104710.034336"
"11/14/2023,176.45,178.85,179.15,175.85,9.70K,-1.23%,102190.738709"
"11/13/2023,178.65,172.6,179.45,171.3,12.84K,2.38%,103464.86523299999"
"11/10/2023,174.5,178.0,178.75,172.95,24.19K,-2.40%,101061.39929"
"11/09/2023,178.8,176.1,179.0,175.5,26.46K,2.55%,103551.737496"
"11/08/2023,174.35,170.85,176.0,170.85,32.14K,2.11%,100974.52702699999"
"11/07/2023,170.75,173.4,173.65,169.15,28.86K,-1.70%,98889.592715"
"11/06/2023,173.7,170.25,174.1,168.45,23.51K,1.64%,100598.08055399999"
"11/03/2023,170.9,166.5,171.35,166.1,22.29K,3.36%,98976.464978"
"11/02/2023,165.35,160.7,166.8,160.0,24.72K,3.47%,95762.191247"
"11/01/2023,159.8,166.0,167.15,158.75,29.12K,-4.48%,92547.917516"
"10/31/2023,167.3,159.05,167.55,158.8,29.75K,5.15%,96891.530666"
"10/30/2023,159.1,160.05,161.15,158.6,19.46K,-1.15%,92142.513622"
"10/27/2023,160.95,161.2,163.25,160.2,13.03K,-0.16%,93213.93819899998"
"10/26/2023,161.2,161.55,163.6,160.3,17.69K,-0.68%,93358.72530399999"
"10/25/2023,162.3,167.75,169.05,160.95,30.19K,-3.48%,93995.78856600002"
"10/24/2023,168.15,165.6,168.85,165.05,21.86K,1.39%,97383.80682299999"
"10/23/2023,165.85,163.25,167.0,163.25,24.14K,0.36%,96051.765457"
"10/20/2023,165.25,163.4,166.8,162.25,37.01K,0.79%,95704.27640499998"
"10/19/2023,163.95,158.15,164.4,158.15,36.62K,3.73%,94951.38345899999"
"10/18/2023,158.05,157.15,159.5,156.65,25.58K,0.64%,91534.407781"
"10/17/2023,157.05,154.0,157.95,152.45,27.00K,1.88%,90955.259361"
"10/16/2023,154.15,154.9,156.15,152.1,24.90K,-0.48%,89275.72894300001"
"10/13/2023,154.9,149.3,155.65,149.2,35.24K,3.75%,89710.090258"
"10/12/2023,149.3,147.85,149.9,147.05,19.48K,1.08%,86466.859106"
"10/11/2023,147.7,147.65,149.4,146.1,16.44K,0.14%,85540.22163399999"
"10/10/2023,147.5,145.7,148.4,143.7,26.19K,0.99%,85424.39195"
"10/09/2023,146.05,146.05,147.9,144.8,15.68K,0.00%,84584.62674100001"
"10/06/2023,146.05,145.4,146.8,144.45,16.60K,0.45%,84584.62674100001"
"10/05/2023,145.4,146.05,147.5,145.0,13.75K,-0.65%,84208.18026800001"
"10/04/2023,146.35,147.9,148.95,145.9,15.83K,-1.61%,84758.37126700001"
"10/03/2023,148.75,149.15,149.9,147.25,13.62K,-0.23%,86148.327475"
"10/02/2023,149.1,146.0,151.4,145.8,23.83K,2.02%,86351.02942199999"
"09/29/2023,146.15,147.0,147.5,144.95,21.78K,-0.71%,84642.541583"
"09/28/2023,147.2,148.95,150.25,146.45,20.34K,-1.37%,85250.647424"
"09/27/2023,149.25,150.45,150.5,147.55,20.45K,-1.06%,86437.901685"
"09/26/2023,150.85,148.8,152.15,148.45,19.69K,1.38%,87364.53915699999"
"09/25/2023,148.8,150.3,152.1,148.15,20.31K,-1.55%,86177.28489600001"
"09/22/2023,151.15,154.75,155.7,150.05,19.80K,-2.39%,87538.283683"
"09/21/2023,154.85,158.0,158.75,154.5,17.11K,-2.12%,89681.13283699998"
"09/20/2023,158.2,160.4,161.65,157.65,17.55K,-5.55%,91621.28004399998"
"09/19/2023,167.5,162.5,173.5,162.5,0.00K,5.55%,97007.36034999999"
"09/18/2023,158.7,158.15,161.1,158.15,23.43K,0.28%,91910.85425399999"
"09/15/2023,158.25,153.9,160.5,153.35,27.89K,3.36%,91650.237465"
"09/14/2023,153.1,152.0,154.8,149.3,19.38K,1.36%,88667.62310199998"
"09/13/2023,151.05,151.55,151.55,151.55,0.06K,0.23%,87480.368841"
"09/12/2023,150.7,151.55,151.55,148.35,0.01K,-0.56%,87277.666894"
"09/11/2023,151.55,148.05,153.45,147.3,23.13K,3.62%,87769.943051"
"09/08/2023,146.25,150.9,151.15,148.05,14.75K,-0.78%,84700.456425"
"09/07/2023,147.4,153.15,153.2,149.5,14.46K,-2.87%,85366.47710799999"
"09/06/2023,151.75,153.2,155.0,151.05,16.41K,0.23%,87885.772735"
"09/05/2023,151.4,147.95,152.5,147.95,0.03K,0.30%,87683.070788"
"09/01/2023,150.95,151.5,151.5,151.1,0.01K,-1.15%,87422.45399899999"
"08/31/2023,152.7,153.65,153.65,153.0,0.06K,-0.42%,88435.96373399998"
"08/30/2023,153.35,150.0,153.7,150.0,0.02K,1.32%,88812.410207"
"08/29/2023,151.35,152.35,153.05,149.85,0.04K,-0.30%,87654.11336699998"
"08/28/2023,151.8,152.95,153.25,152.5,0.01K,0.03%,87914.730156"
"08/25/2023,151.75,154.0,154.0,154.0,0.00K,-0.82%,87885.772735"
"08/24/2023,153.0,153.8,154.25,151.4,0.05K,0.03%,88609.70826"
"08/23/2023,152.95,148.65,152.85,148.1,1.09K,4.33%,88580.75083899999"
"08/22/2023,146.6,147.9,150.4,146.1,4.50K,-0.64%,84903.15837199999"
"08/21/2023,147.55,147.6,151.8,147.15,6.15K,0.07%,85453.349371"
"08/18/2023,147.45,146.95,149.4,145.05,4.87K,0.31%,85395.434529"
"08/17/2023,147.0,148.95,150.05,145.8,5.00K,-1.28%,85134.81774"
"08/16/2023,148.9,149.75,150.75,147.75,8.37K,-0.23%,86235.19973800001"
"08/15/2023,149.25,150.85,151.3,148.0,11.86K,-1.22%,86437.901685"
"08/14/2023,151.1,157.5,158.3,150.7,21.14K,-4.25%,87509.32626199999"
"08/11/2023,157.8,159.05,159.45,156.0,27.62K,-1.31%,91389.620676"
"08/10/2023,159.9,160.55,163.6,159.2,28.31K,-0.53%,92605.832358"
"08/09/2023,160.75,161.85,162.4,160.0,26.49K,-0.37%,93098.108515"
"08/08/2023,161.35,162.15,162.9,159.55,25.99K,-1.59%,93445.59756699999"
"08/07/2023,163.95,161.15,164.9,160.05,27.41K,1.61%,94951.38345899999"
"08/04/2023,161.35,164.0,165.0,161.0,20.24K,-2.06%,93445.59756699999"
"08/03/2023,164.75,166.35,168.3,164.0,17.79K,-1.32%,95414.702195"
